chr	pos	cm
4	241179147	118.6
4	241526698	118.8
4	241725902	119
4	241944444	119.2
4	242142674	119.4
4	242365550	119.6
4	242421849	119.8
4	242491189	120
4	242546849	120.2
4	242602967	120.4
4	242657764	120.6
4	242712946	120.8
4	242759948	121
4	242829137	121.2
4	242885204	121.4
4	242941423	121.6
4	242997680	121.8
4	243054055	122
4	243109939	122.2
4	243166291	122.4
4	243222690	122.6
4	243282518	122.8
4	243328043	123
4	243398829	123.2
4	243456050	123.4
4	243512250	123.6
4	243568456	123.8
4	243636078	124
4	243680498	124.2
4	243748120	124.4
4	243842753	124.6
4	244027441	125
4	244105385	125.2
4	244182771	125.4
4	244265720	125.6
4	244344927	125.8
4	244401978	126
4	244495900	126.2
4	244563174	126.4
4	244638107	126.6
4	244702167	126.8
4	244711463	127.2
4	244834472	127.4
4	244907945	127.6
4	244950205	127.8
4	245008158	128
4	245055181	128.2
4	245153758	128.6
4	245204958	128.8
4	245261746	129
4	245311938	129.2
4	245363333	129.4
4	245419088	129.6
4	245470507	129.8
4	245522086	130
4	245582730	130.2
4	245623548	130.4
4	245679524	130.6
4	245729261	130.8
4	245831519	131.2
4	245930602	131.6
4	245981997	131.8
4	246036348	132
4	246208337	132.6
4	246259666	132.8
4	246311063	133
4	246365159	133.2
4	246419201	133.4
4	246470184	133.6
4	246522233	133.8
4	246597036	134.2
4	246699307	134.4
4	246752404	134.6
4	246803804	134.8
4	246855717	135
		
4	246966794	135.4
4	246996907	135.6
4	247029731	135.8
4	247059845	136
4	247089957	136.2
4	247197418	136.4
4	247281229	136.6
4	247363020	136.8
4	247528138	137.2
4	247608921	137.4
4	247692720	137.6
4	247826007	138
4	247872402	138.2
4	247899530	138.6
4	247981853	138.8
4	247995473	139.4
4	248066058	139.6
4	248102256	140
4	248120938	140.2
4	248139615	140.4
4	248164755	140.6
4	248183429	140.8
4	248219323	141
4	248276525	141.2
4	248330864	141.4
4	248384223	141.6
4	248470254	141.8
4	248492387	142
4	248551381	142.2
4	248605986	142.4
4	248721026	142.8
4	248774540	143
4	248826997	143.2
4	248884403	143.4
4	248973256	143.8
4	249201691	144.2
4	249229407	144.4
4	249282515	144.6
4	249337848	144.8
4	249390850	145
4	249445718	145.2
4	249499217	145.4
4	249552020	145.6
4	249605032	145.8
4	249659378	146
4	249724861	146.2
4	249757113	146.4
4	249810156	146.6
4	249939575	147
4	249993674	147.2
4	250046626	147.4
4	250092986	147.6
4	250143284	147.8
4	250203464	148
4	250256874	148.2
		
		
5	948610	-2.6
5	996325	-2.4
5	1005178	-2.2
5	1088924	-2
5	1134152	-1.8
5	1186518	-1.6
5	1233398	-1.4
5	1283338	-1.2
5	1332179	-1
5	1380465	-0.8
5	1429748	-0.6
5	1433927	0.6
5	1507192	0.8
5	1581242	1
5	1649853	1.2
5	1732352	1.4
5	1807177	1.6
5	1877490	1.8
5	1953808	2
5	2023115	2.2
5	2109520	2.4
5	2170541	2.6
5	2228211	2.8
5	2283923	3
5	2388244	3.2
5	2440532	3.4
5	2493356	3.6
5	2546133	4
5	2577895	4.2
5	2609653	4.4
5	2641412	4.6
5	2673608	4.8
5	2705367	5
5	2731151	5.2
5	2801593	5.6
5	2837999	5.8
5	2869763	6
5	2901307	6.2
5	2932666	6.4
5	2981320	6.8
5	3007132	7
5	3065473	7.2
5	3106326	7.4
5	3147093	7.6
5	3173021	7.8
5	3213551	8
5	3247747	8.2
5	3286702	8.4
5	3325452	8.6
5	3366299	8.8
5	3384698	9
5	3468903	9.2
5	3529037	9.4
5	3586680	9.6
5	3646822	9.8
5	3675487	10
5	3747213	10.2
5	3782692	10.4
5	3792277	10.6
5	3836593	10.8
5	3867221	11
5	3967011	11.2
5	4022155	11.4
5	4077381	11.6
5	4157148	11.8
5	4174698	12
5	4238651	12.2
5	4292785	12.4
5	4348002	12.6
5	4403181	12.8
5	4458360	13
5	4508223	13.2
5	4546823	13.4
5	4585767	13.6
5	4625022	13.8
5	4664287	14
5	4703073	14.2
5	4732401	14.4
5	4782081	14.6
5	4821720	14.8
5	4860318	15
5	4891519	15.2
5	4944387	15.4
5	4983641	15.6
5	5022893	15.8
5	5062148	16
5	5103779	16.2
5	5143030	16.4
5	5182286	16.6
5	5238688	16.8
5	5273226	17
5	5312483	17.2
5	5351624	17.4
5	5390876	17.6
5	5431066	17.8
5	5470310	18
5	5509553	18.2
5	5548523	18.4
5	5588947	18.6
5	5626556	18.8
5	5665993	19
5	5702614	19.2
5	5744780	19.4
5	5913938	20
5	5953369	20.2
5	5994289	20.4
5	6029753	20.8
5	6113257	21
5	6152507	21.2
5	6191763	21.4
5	6235963	21.6
5	6275214	21.8
5	6395740	22
		
5	6503971	22.4
5	6537495	22.6
5	6622078	22.8
5	6672013	23
5	6744106	23.2
5	6850906	23.4
5	6864098	23.6
5	6927981	23.8
5	6946943	24
5	7051475	24.2
5	7134804	24.6
5	7190295	24.8
5	7270913	25
5	7314193	25.2
5	7397926	25.4
5	7471687	25.6
5	7560129	25.8
5	7577527	26
5	7594926	26.2
5	7612072	26.4
5	7638376	26.6
5	7655864	26.8
5	7673262	27
5	7690661	27.2
5	7729454	27.4
5	7782920	27.6
5	7850457	27.8
5	7901231	28
5	7994291	28.2
5	8024767	28.6
5	8149049	28.8
5	8204393	29
5	8255937	29.2
5	8356723	29.6
5	8402341	29.8
5	8514883	30
5	9028149	30.2
5	9439013	30.4
5	9854252	30.6
5	9969117	30.8
5	10029410	31
5	10108313	31.2
5	10196361	31.4
5	10278914	31.6
5	10364270	31.8
5	10450599	32
5	10528354	32.2
5	10682887	32.6
5	10768893	32.8
5	10939062	33.2
5	11031897	33.4
5	11153297	33.6
5	11215092	33.8
5	11298760	34
5	11382767	34.2
5	11468821	34.4
5	11542201	34.6
5	11612457	34.8
5	11727777	35
5	11912378	35.4
5	11988772	35.6
5	12083969	35.8
5	12181111	36
5	12349545	36.2
5	12410311	36.4
5	12446468	36.6
5	12482982	36.8
5	12519144	37
5	12555296	37.2
5	12626529	37.6
5	12713769	37.8
5	12862301	38.2
5	12970464	38.4
5	13001216	38.6
5	13095100	38.8
5	13192788	39
5	13285505	39.2
5	13378281	39.4
5	13470925	39.6
5	13727918	40.2
5	13820677	40.4
5	13911474	40.6
5	14004292	40.8
5	14097895	41
5	14206408	41.2
5	14285698	41.4
5	14335511	41.6
5	14428864	41.8
5	14516852	42.2
5	14573303	42.4
5	14641447	42.6
5	14701781	42.8
5	14994147	43.4
5	15183508	43.6
5	15336630	44
5	15418930	44.2
5	15490796	44.4
5	15582883	44.6
5	15638912	44.8
5	15769400	45
5	15844698	45.2
5	15992940	45.4
5	16134275	45.6
5	16302643	45.8
5	16447815	46
5	16632098	46.2
5	16752829	46.4
5	16885872	46.6
5	17047337	46.8
5	17259868	47
5	17473013	47.2
5	17690588	47.4
5	17884896	47.6
5	18060892	48.4
5	19082618	48.6
5	19282978	48.8
5	19480293	49
5	19684861	49.2
5	19895292	49.4
5	20100936	49.6
5	20323745	49.8
5	20524746	50
5	20699265	50.2
5	20928768	50.4
5	21132151	50.6
5	21469343	50.8
5	21841274	51
5	22279096	51.2
5	22520627	51.4
5	22846183	51.6
5	22997988	51.8
5	23151821	52
5	23301058	52.2
5	23485049	52.4
5	23624897	52.6
5	23761722	52.8
5	23924379	53
		
5	24212854	53.4
5	24914018	53.6
5	25687594	53.8
5	26233741	54
5	26839946	54.2
5	27458885	54.4
5	28046334	54.6
5	28663085	54.8
5	29201438	55
5	30395292	55.2
5	30650602	55.4
5	31167063	55.6
5	32328443	56
5	32669543	56.2
5	32829037	56.4
5	33052628	56.6
5	33277301	56.8
5	33530377	57
5	34077948	57.2
5	34733528	57.4
5	35706818	57.6
5	36722542	57.8
5	38334545	58
5	40678309	58.2
5	41651970	58.4
5	42605052	58.6
5	43590353	58.8
5	44586202	59
5	45588475	59.2
5	46551848	59.4
5	47667590	59.6
5	48648526	59.8
5	49681066	60
5	50626399	60.2
5	51564552	60.4
5	52546003	60.6
5	53548697	60.8
5	54578948	61
5	55568908	61.2
5	56456095	61.4
5	58595870	61.8
5	59527865	62
5	60410138	62.2
5	61111431	62.4
5	61486996	62.6
5	61862933	62.8
5	62644079	63
5	63110341	63.2
5	63922789	63.4
5	65051653	63.6
5	66040790	63.8
5	67249720	64
5	68410252	64.2
5	69323407	64.4
5	70211313	64.6
5	71118403	64.8
5	71560562	65
5	72036637	65.2
5	73383623	65.6
5	75152654	65.8
5	75866153	66
5	76586937	66.2
5	77306818	66.4
5	78015368	66.6
5	78727173	66.8
5	79424731	67
5	80121486	67.2
5	81067067	67.4
5	82248601	67.6
5	83302600	67.8
5	84298941	68
5	84943903	68.2
5	85740922	68.4
5	86883947	68.6
5	88210421	68.8
5	89439806	69
5	90748767	69.2
5	92660675	69.4
5	96277898	69.6
5	115312781	69.8
5	119477095	70
5	123957644	70.2
5	128193665	70.4
5	136559935	70.8
5	140736850	71
5	143348221	71.2
5	145231284	71.6
5	146187832	71.8
5	147183643	72
5	148179698	72.2
5	149318235	72.4
5	150614553	72.6
5	153411629	73
5	154805987	73.2
5	156094346	73.4
5	157410517	73.6
5	158722687	73.8
5	159993766	74
5	162021330	74.4
5	162482004	74.6
5	162959583	74.8
5	163332058	75
5	163751016	75.2
5	164176994	75.4
5	164777431	75.6
5	165381075	75.8
5	165973086	76
5	167166259	76.4
5	167731447	76.6
5	168174115	76.8
5	168489044	77
5	169092800	77.4
5	169391447	77.6
5	169742152	77.8
5	170030523	78
5	170329014	78.2
5	170536361	78.4
5	170761106	78.6
5	171006997	78.8
5	171227278	79
5	171433963	79.2
5	171651761	79.4
5	171985297	79.6
5	172187567	79.8
5	172381802	80
5	172584370	80.2
5	172782780	80.4
5	173694775	81.4
5	174313377	82
5	174531900	82.2
5	174741903	82.4
		
5	175379364	83
5	175803434	83.2
5	175988620	83.4
5	176182069	83.6
5	176362046	83.8
5	176931138	84
5	177281286	84.4
5	177411305	84.6
5	177805031	85
5	177919312	85.2
5	178083561	85.4
5	178274835	85.6
5	178454416	85.8
5	178785213	86.2
5	179091105	86.6
5	179338920	86.8
5	179528671	87
5	179836805	87.2
5	180103716	87.4
5	180487638	87.6
5	180795190	87.8
5	181103089	88
5	181432645	88.2
5	181754375	88.4
5	182561193	88.8
5	182871827	89
5	183168594	89.2
5	183555153	89.4
5	183840406	89.6
5	184125266	89.8
5	184432992	90
5	185117498	90.4
5	185748051	90.6
5	186483861	90.8
5	186931064	91
5	187050735	91.2
5	187179405	91.4
5	187309204	91.6
5	187500096	91.8
5	187678117	92
5	187747041	92.2
5	187928701	92.4
5	188094163	92.6
5	188278612	92.8
5	188415458	93
5	188588714	93.2
5	188729794	93.4
5	189260014	94
5	189435926	94.2
5	189812783	94.6
5	190003990	94.8
5	190174937	95
5	190340870	95.2
5	190518856	95.4
5	190974090	95.6
5	191337938	96
5	191656905	96.4
5	191826658	96.6
5	192000986	96.8
5	192253251	97.2
5	192516573	97.4
5	192658896	97.6
5	192815863	97.8
5	193011155	98
5	193262977	98.2
5	193583434	98.4
5	193894868	98.6
5	194175708	98.8
5	194443021	99
5	194702015	99.2
5	195047522	99.4
5	195249079	99.6
5	195584339	99.8
5	195923576	100
5	196035469	100.2
5	196153936	100.4
5	196269404	100.6
5	196385237	100.8
5	196502045	101
5	197014959	101.2
5	197436460	101.4
5	197873862	101.6
5	198242507	101.8
5	198502857	102
5	198753644	102.2
5	198913765	102.4
5	199174055	102.6
5	203558907	103.2
5	203806591	103.4
5	204058688	103.6
5	204307131	103.8
5	204577622	104
5	204841249	104.2
5	205147183	104.4
5	205365041	104.6
5	205618244	104.8
5	205873847	105
5	206130175	105.2
5	206382578	105.4
5	206976224	105.8
5	207188869	106
5	207321736	106.2
5	207708669	106.4
5	208135278	106.6
5	208710259	107
5	208878509	107.2
5	209002427	107.4
5	209121958	107.6
5	209269715	107.8
5	209390089	108
5	209521818	108.2
5	209752455	108.6
5	210032991	108.8
5	210426158	109.2
5	210970854	109.8
5	211237276	110
5	211429972	110.2
5	211588286	110.4
5	211724795	110.6
5	211832889	110.8
5	211978648	111
5	212042927	111.2
5	212157415	111.4
5	212264934	111.6
5	212318054	111.8
5	212420960	112
5	212464708	112.2
5	212508344	112.4
5	212551975	112.6
5	212600289	112.8
5	212643683	113
5	212712186	113.6
5	212860094	113.8
5	213192313	114.2
5	213294059	114.4
5	213390318	114.6
5	213490132	114.8
5	213570051	115
5	213674887	115.4
5	213735005	115.6
5	213795010	115.8
5	213855019	116
5	213915107	116.2
5	213975241	116.4
5	214035309	116.6
5	214095343	116.8
5	214155349	117
5	214215354	117.2
5	214275480	117.4
5	214335484	117.6
5	214395490	117.8
5	214455495	118
5	214515846	118.2
5	214587602	118.4
5	214648035	118.6
5	214707242	118.8
5	214768350	119
5	214823252	119.2
5	214842014	119.6
5	215073925	120
5	215138761	120.2
		
5	215257029	120.6
5	215317032	120.8
5	215377043	121
5	215734693	121.8
5	215794699	122
5	215854708	122.2
5	215914715	122.4
5	215974721	122.6
5	216034726	122.8
5	216096884	123
5	216162232	123.2
5	216227014	123.4
5	216324745	123.8
5	216361398	124
5	216423800	124.2
5	216486199	124.4
5	216564797	124.6
5	216632503	124.8
5	216687652	125
5	216752399	125.2
5	216811001	125.4
5	216887168	125.6
5	216953072	125.8
5	217026733	126
5	217109706	126.2
5	217321420	126.4
5	217548148	126.6
5	217808605	126.8
5	218049853	127
5	218111930	127.2
5	218161548	127.4
5	218215532	127.6
5	218270316	127.8
5	218329471	128
5	218440156	128.4
5	218555895	128.6
5	218578513	128.8
5	218604826	129
5	218680120	129.2
5	218735874	129.4
5	218791365	129.6
5	218847045	129.8
5	218892747	130.2
5	219012392	130.4
5	219071271	130.6
5	219128759	130.8
5	219184143	131
		
5	219322029	131.4
5	219391711	131.8
5	219460957	132.2
5	219574221	132.4
5	219621831	132.6
5	219674032	132.8
5	219722342	133
5	219800058	133.4
5	219848368	133.6
5	219894096	133.8
5	219957170	134
5	219987364	134.2
5	220008699	134.4
5	220068900	134.6
5	220117224	134.8
5	220184070	135
5	220242682	135.2
5	220288755	135.4
5	220332648	135.6
5	220373111	135.8
5	220430321	136
5	220478572	136.2
5	220528915	136.4
5	220577230	136.6
5	220625650	136.8
5	220727844	137
5	220880353	137.4
5	220968815	137.6
5	221054184	137.8
5	221100698	138
5	221144765	138.2
5	221188803	138.4
5	221239827	138.6
5	221282527	138.8
5	221324879	139
5	221363600	139.2
5	221404967	139.4
5	221449034	139.6
5	221493800	139.8
5	221537867	140
5	221581929	140.2
5	221668870	140.4
5	221712939	140.6
5	221755286	140.8
5	221799351	141
5	221935542	141.6
5	221979612	141.8
5	222023679	142
5	222066782	142.2
5	222128459	142.6
5	222172524	142.8
5	222234108	143
5	222278178	143.2
5	222322246	143.4
5	222366313	143.6
5	222410381	143.8
5	222456136	144
5	222500204	144.2
5	222544274	144.4
5	222588406	144.6
5	222680466	145
5	222764172	145.4
5	222809273	145.6
5	222853344	145.8
5	222897411	146
5	222941480	146.2
5	222985553	146.4
5	223029503	146.6
5	223073565	146.8
5	223117635	147
5	223162536	147.2
5	223212026	147.4
5	223256916	147.6
5	223300994	147.8
5	223345063	148
5	223389133	148.2
5	223433200	148.4
5	223477587	148.6
5	223521651	148.8
5	223538893	149
5	223586535	149.2
5	223630586	149.4
5	223674653	149.6
5	223718721	149.8
5	223762788	150
5	223806856	150.2
5	223850923	150.4
5	223894991	150.6
5	223939058	150.8
5	223968435	151
5	224019656	151.2
5	224112071	151.6
5	224200766	152
5	224287185	152.2
5	224417643	152.4
5	224546287	152.6
5	224672246	152.8
5	224802098	153
5	225786187	153.2
5	225841106	153.4
5	225921577	153.6
5	225985902	153.8
5	226048700	154
5	226136109	154.2
5	226169570	154.4
		
6	5260238	-1.682394437
6	8352980	-1.2
6	9644063	-1
6	11368582	-0.8
6	12500262	-0.6
6	13842344	-0.4
6	15098982	-0.2
6	27032863	2.4
6	28315807	3.6
6	28951565	3.8
6	29561362	4
6	30801599	4.4
6	31416774	4.6
6	32058777	4.8
6	32734800	5
6	33504209	5.2
6	34243131	5.4
6	35019002	5.6
6	35822707	5.8
6	36573328	6
6	37294239	6.2
6	38096934	6.4
6	38833496	6.6
6	39989140	6.8
6	42079129	7.2
6	42932771	7.4
6	43778311	7.6
6	47257428	8
6	54582199	8.2
6	63173751	8.4
6	67579335	8.6
6	69666871	8.8
6	71762039	9
6	76123656	9.4
6	78253311	9.6
6	80221053	9.8
6	82287696	10
6	86599721	10.4
6	88171395	10.6
6	90942879	11
6	91636846	11.2
6	92256337	11.4
6	92929096	11.6
6	93447049	11.8
6	93930665	12
6	94459492	12.2
6	94497098	12.4
6	94905617	12.6
6	95360328	12.8
6	95691713	13
6	95919481	13.2
6	96397635	13.6
6	96636668	13.8
6	96889302	14
6	97131971	14.2
6	97384623	14.4
6	98235107	14.8
6	98475452	15
6	98711443	15.2
6	98949190	15.4
6	99187933	15.6
6	99425875	15.8
6	99669828	16
6	99889019	16.2
6	100069115	16.4
6	100313696	16.6
6	100533757	16.8
6	100791164	17
6	101054923	17.2
6	101305741	17.4
6	101566712	17.6
6	101800296	17.8
6	102059687	18
6	102279241	18.2
6	102513728	18.4
6	103005321	18.8
6	103159312	19
6	103358882	19.2
6	103511682	19.4
6	103652350	19.6
6	103808653	19.8
6	103960813	20
6	104108690	20.2
6	104263188	20.4
6	104420043	20.6
6	104581737	20.8
6	104735171	21
6	104879262	21.2
6	105020706	21.4
6	105247433	21.6
6	105447497	21.8
6	105591038	22
6	105852862	22.2
6	106091896	22.4
6	106332528	22.6
6	106569107	22.8
6	106809368	23
6	107027471	23.2
6	107298341	23.4
6	107534635	23.6
6	107776909	23.8
6	108008692	24
6	108254399	24.2
6	108517922	24.4
6	108741265	24.6
6	109028760	24.8
6	109244616	25
6	109993561	25.4
6	110228505	25.6
6	110468013	25.8
6	110715008	26
6	110956030	26.2
6	111440494	26.4
6	111546916	26.6
6	111787138	26.8
6	111991598	27
6	112237705	27.2
6	112473981	27.4
6	112663618	27.6
6	112755038	27.8
6	112847071	28
6	112944851	28.2
6	113022783	28.4
6	113561353	28.8
6	114051382	29
6	114288774	29.2
6	114638762	29.4
6	114966651	29.6
6	115298954	29.8
6	115630110	30
6	115977454	30.2
6	116289642	30.4
6	116646764	30.6
6	116972075	30.8
6	118572947	31
6	118845735	31.2
6	119230498	31.4
6	119565326	31.6
6	119907341	31.8
6	121816240	35.6
6	122687692	36.4
6	122771007	36.6
6	122852290	36.8
6	122931848	37
6	123014678	37.2
6	123095415	37.4
6	123142104	37.8
6	123357779	38
6	123431722	38.2
6	123506433	38.4
6	123751485	39
6	123879489	39.2
6	123915565	39.4
6	124004802	39.6
6	124080626	39.8
6	124177352	40
6	124246484	40.2
6	124280060	40.4
6	124417239	40.6
6	124509407	40.8
6	124591886	41
6	124673690	41.2
6	125983727	41.4
6	126773142	41.6
6	127603668	41.8
6	128089919	42
6	128244483	42.2
6	128397639	42.4
6	128671067	42.8
6	128822274	43
6	128973235	43.2
6	129329576	43.4
6	129693116	43.6
6	130029416	43.8
6	130431603	44
6	130948786	44.2
6	131434063	44.4
6	132559594	44.8
6	133112130	45
6	133671480	45.2
6	134218558	45.4
6	134719348	45.6
6	135071886	45.8
6	135390969	46
6	135877601	46.2
6	136413884	46.4
6	136981173	46.6
6	137646462	46.8
6	138179456	47
6	138768159	47.2
6	139343107	47.4
6	139965590	47.6
6	140573242	47.8
6	140754125	48
6	140896094	48.2
6	141039908	48.4
6	141183062	48.6
6	141325420	48.8
6	141410018	49
6	141625683	49.2
6	141771253	49.4
6	141911478	49.6
6	142052591	49.8
6	142294122	50
6	142572413	50.2
6	143130876	50.6
6	143403296	50.8
6	143907919	51.2
6	144164438	51.4
6	144422418	51.6
6	144689350	51.8
6	145007591	52
6	145328953	52.2
6	146974241	52.6
6	148731041	53.2
6	149162724	53.4
6	149575439	53.6
6	150015246	53.8
6	151190833	54.2
6	151772765	54.4
6	152230098	54.6
6	152539470	54.8
6	152848738	55
6	153432325	55.4
6	153795730	55.6
6	154215289	55.8
6	154617429	56
6	155135541	56.2
6	155666020	56.4
6	155938101	56.6
6	156188374	56.8
6	156417017	57
6	156686139	57.2
6	156875581	57.4
6	157008476	57.6
6	157469847	58
6	157633958	58.2
6	157967342	58.6
6	158138234	58.8
6	158307025	59
6	158606160	59.2
6	158847947	59.6
6	159024235	59.8
6	159127607	60
6	159226831	60.2
6	159330764	60.4
6	159523305	60.8
6	159676185	61
6	159734673	61.2
6	159966689	61.4
6	160208679	61.6
6	160331507	61.8
6	160453110	62
6	160576275	62.2
6	160702997	62.4
6	160825288	62.6
6	160969880	62.8
6	161091848	63
6	161198752	63.2
6	161319770	63.4
6	161436072	63.6
6	161568549	63.8
6	161692207	64
6	161835796	64.2
6	161956315	64.4
6	162098686	64.6
6	162226388	64.8
6	162355445	65
6	162476012	65.2
6	162593998	65.4
6	162691680	65.6
6	162814053	65.8
6	162936371	66
6	163179224	66.4
6	163296231	66.6
6	163417923	66.8
6	163684763	67.2
6	163818567	67.4
6	164025372	67.6
6	164069578	67.8
6	164192407	68
6	164308521	68.2
6	164436418	68.4
6	164560135	68.6
6	164684500	68.8
6	164806792	69
6	164930952	69.2
6	165237767	69.6
6	165300998	69.8
6	165424887	70
6	165547977	70.2
		
6	165734188	70.6
6	166144631	70.8
6	166170583	71.2
6	166440404	71.6
6	166531785	71.8
6	166634661	72
6	166727219	72.2
6	166819425	72.4
6	166916821	72.6
6	167098752	73
6	167238178	73.2
6	167372907	73.6
6	167465209	73.8
6	167556177	74
6	167597724	74.2
6	167741833	74.4
6	167934341	74.8
6	167989093	75
6	168009661	75.2
6	168030225	75.4
6	168051410	75.6
6	168432972	76.2
6	168541221	76.4
6	168684045	76.6
6	168823651	76.8
6	169061317	77.2
6	169199050	77.4
6	169536485	77.8
6	169633333	78
6	169773440	78.2
6	169888300	78.4
6	169939976	78.6
6	170000252	78.8
6	170058679	79
6	170118144	79.2
6	170156874	79.4
6	170235303	79.6
6	170471630	80.4
6	170493121	80.6
6	170589062	80.8
6	170663413	81
6	170707532	81.2
6	170764184	81.4
6	170819483	81.6
6	170877532	81.8
6	170944136	82.2
6	171060856	82.4
6	171119021	82.6
6	171180460	82.8
6	171236740	83
6	171294793	83.2
6	171352300	83.4
6	171464396	83.8
6	171522523	84
6	171579724	84.2
6	171637779	84.4
6	171746926	84.8
6	171805697	85
6	171875978	85.2
6	171934014	85.4
6	172001001	85.6
6	172067232	85.8
6	172123366	86
6	172346288	86.2
6	172691167	86.4
6	173042772	86.6
6	173083575	86.8
6	173124293	87
6	173165348	87.2
6	173206137	87.4
6	173298943	87.8
6	173340059	88
6	173380870	88.2
6	173421685	88.4
6	173462491	88.6
6	173503426	88.8
6	173543401	89
6	173584198	89.2
6	173624921	89.4
6	173665784	89.6
6	173747696	90
6	173789149	90.2
6	173832952	90.4
6	173879487	90.6
6	173920294	90.8
6	173960421	91
6	173980988	91.2
6	174043431	91.4
6	174085410	91.6
6	174125883	91.8
6	174171197	92
6	174213086	92.2
6	174254542	92.4
6	174295342	92.6
6	174336303	92.8
6	174408087	93
6	174435447	93.2
6	174480238	93.4
6	174557491	93.8
6	174685413	94
6	174850023	94.4
6	174942096	94.6
6	175029048	94.8
6	175123435	95
6	175215493	95.2
6	175272654	95.4
6	175339813	95.6
6	175382127	95.8
6	175426676	96
6	175467856	96.4
6	175606463	96.6
6	175680963	96.8
6	175761384	97
6	175793664	97.2
6	175824453	97.4
6	175855242	97.6
6	175886028	97.8
6	175916764	98
6	175947554	98.2
6	175978331	98.4
6	176009115	98.6
6	176039906	98.8
6	176054010	99
6	176084392	99.2
6	176137695	99.4
6	176168486	99.6
6	176200583	99.8
6	176231372	100
6	176262162	100.2
6	176292812	100.4
6	176338782	100.8
6	176417852	101
6	176476311	101.2
6	176536017	101.4
6	176620951	101.6
6	176719271	102
6	176782161	102.2
6	176845217	102.4
6	176905960	102.6
6	177028534	103
6	177089226	103.2
6	177171155	103.4
6	177243706	103.6
6	177274676	103.8
6	177343897	104
6	177409390	104.2
6	177464314	104.4
6	177534369	104.6
6	177595411	104.8
6	177659622	105
6	177694765	105.2
6	177773270	105.4
6	177818015	105.6
6	177933864	106
6	177996066	106.2
6	178057537	106.4
6	178119017	106.6
6	178190292	106.8
6	178229524	107
6	178283015	107.2
6	178336091	107.4
6	178391103	107.6
6	178446882	107.8
6	178499689	108
6	178990733	108.2
6	179284265	108.4
6	179510309	108.6
6	179751587	108.8
6	179968465	109
6	180150654	109.2
6	180427157	109.4
6	180577235	109.6
6	180702047	110
		
		
7	430996	-1.2
7	810635	-2.78E-16
7	851123	0.6
7	1195575	1
7	1239852	1.2
7	1291482	1.4
7	1343110	1.6
7	1393586	1.8
7	1495664	2.2
7	1547486	2.4
7	1599061	2.6
7	1650685	2.8
7	1730297	3
7	1755581	3.2
7	1856659	3.6
7	1900616	3.8
7	1954375	4
7	2005999	4.2
7	2057631	4.4
7	2108488	4.6
7	2160811	4.8
7	2199239	5
7	2250868	5.2
7	2296220	5.4
7	2321005	5.6
7	2388006	5.8
7	2428190	6
7	2481332	6.2
7	2536629	6.4
7	2588251	6.6
7	2640329	6.8
7	2683588	7
7	2716587	7.6
7	2825872	7.8
7	2860595	8
7	2889669	8.2
7	2923625	8.4
7	2957643	8.6
7	2996368	8.8
7	3025584	9
7	3073559	9.2
7	3107507	9.4
7	3130811	9.6
7	3166301	9.8
7	3197397	10
7	3252309	10.2
7	3295521	10.4
7	3329955	10.6
7	3363903	10.8
7	3407293	11
7	3441246	11.2
7	3486132	11.4
7	3495700	11.6
7	3549134	11.8
7	3580893	12
7	3621972	12.2
7	3651478	12.4
7	3685177	12.6
7	3719139	12.8
7	3752002	13
7	3786365	13.2
7	3882088	13.6
7	3922001	14
7	3956043	14.2
7	4002626	14.4
7	4036588	14.6
7	4069512	14.8
7	4080365	15
7	4114554	15.2
7	4144753	15.4
7	4181429	15.6
7	4215184	15.8
7	4261160	16
7	4284743	16.2
7	4315890	16.4
7	4349846	16.6
7	4383800	16.8
7	4417759	17
		
7	4565082	17.6
7	4613450	17.8
7	4647597	18
7	4681552	18.2
7	4715510	18.4
7	4749479	18.6
7	4827954	19
7	4857764	19.2
7	4868974	19.6
7	4945064	19.8
7	4988267	20
7	5017291	20.2
7	5027452	20.4
7	5092600	20.6
7	5133651	20.8
7	5198167	21.2
7	5232380	21.4
7	5261987	21.6
7	5305141	21.8
7	5347884	22
7	5390479	22.2
7	5509028	22.4
7	5592693	22.8
7	5748500	23.6
7	5777574	24
7	5874194	24.2
7	5917430	24.4
7	5967370	24.6
7	6009615	24.8
7	6054695	25
7	6138990	25.2
7	6182994	25.4
7	6226873	25.6
7	6271749	25.8
7	6314844	26
7	6359070	26.2
7	6404284	26.4
7	6470660	26.6
7	6494087	26.8
7	6537644	27
7	6593841	27.2
7	6639053	27.4
7	6684243	27.6
7	6767665	28
7	6872733	28.2
7	6930627	28.4
7	7044639	28.6
7	7162859	28.8
7	7292961	29
7	7519094	29.4
7	7638336	29.6
7	7755655	29.8
7	7875658	30
7	7992015	30.2
7	8100014	30.6
7	8215515	30.8
7	8328388	31
7	8450657	31.2
7	8550894	31.4
7	8715526	31.6
7	8782648	31.8
7	8900247	32
7	9020920	32.2
7	9136073	32.4
7	9259966	32.6
7	9367561	32.8
7	9482360	33
7	9569771	33.2
7	9697941	33.4
7	9817105	33.6
7	9930349	33.8
7	10051352	34
7	10166391	34.2
7	10285468	34.4
7	10407897	34.6
7	10461203	34.8
7	10620569	35
7	10737188	35.2
7	10852676	35.4
7	10967495	35.6
7	11081886	35.8
7	11195239	36
7	11328309	36.2
7	11430451	36.4
7	11552072	36.6
7	11744704	36.8
7	11849997	37
